Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Reilience,Persistence
Desalination,pH Changes,Seabirds,NO,,,,
Desalination,pH Changes,Marine Mammals,NO,,,,
Desalination,pH Changes,Oceanic Pelagic,NO,,,,
Desalination,pH Changes,Shelf Pelagic,NO,,,,
Desalination,pH Changes,Coastal Pelagic,NO,,,,
Desalination,pH Changes,Deep Sea Sediment,NO,,,,
Desalination,pH Changes,Deep Sea Rock & Reef,NO,,,,
Desalination,pH Changes,Slope Sediment,NO,,,,
Desalination,pH Changes,Slope Rock & Reef,NO,,,,
Desalination,pH Changes,Shelf Sediment,NO,,,,
Desalination,pH Changes,Shelf Rock & Reef,NO,,,,
Desalination,pH Changes,Shallow Sediment,NO,,,,
Desalination,pH Changes,Shallow Rock & Reef,NO,,,,
Desalination,pH Changes,Littoral Sediment,NO,,,,
Desalination,pH Changes,Littoral Rock & Reef,NO,,,,
Desalination,pH Changes,Saltmarsh,NO,,,,
Desalination,pH Changes,Mangrove,NO,,,,
Desalination,Salinity Regime,Demersal Elasmo,NO,,,,
Desalination,Salinity Regime,Pelagic Elasmo,NO,,,,
Desalination,Salinity Regime,Deep Sea Elasmo,NO,,,,
Desalination,Salinity Regime, Reptiles,S,P,C,,
Desalination,Salinity Regime,Cephalopods,S,P,C,,
Desalination,Salinity Regime,Deep Sea Fish,NO,,,,
Desalination,Salinity Regime,Demersal Fish,S,P,C,,
Desalination,Salinity Regime,Pelagic Fish,S,P,C,,
Desalination,Salinity Regime,Seabirds,NO,,,,
Desalination,Salinity Regime,Marine Mammals,S,P,C,,
Desalination,Salinity Regime,Oceanic Pelagic,NO,,,,
Desalination,Salinity Regime,Shelf Pelagic,NO,,,,
Desalination,Salinity Regime,Coastal Pelagic,S,P,C,,
Desalination,Salinity Regime,Deep Sea Sediment,NO,,,,
Desalination,Salinity Regime,Deep Sea Rock & Reef,NO,,,,
Desalination,Salinity Regime,Slope Sediment,NO,,,,
Desalination,Salinity Regime,Slope Rock & Reef,NO,,,,
Desalination,Salinity Regime,Shelf Sediment,NO,,,,
Desalination,Salinity Regime,Shelf Rock & Reef,NO,,,,
Desalination,Salinity Regime,Shallow Sediment,S,P,C,,
Desalination,Salinity Regime,Shallow Rock & Reef,S,P,C,,
Desalination,Salinity Regime,Littoral Sediment,S,P,C,,
Desalination,Salinity Regime,Littoral Rock & Reef,S,P,C,,
Desalination,Salinity Regime,Saltmarsh,NO,,,,
Desalination,Salinity Regime,Mangrove,NO,,,,
Desalination,Sealing,Demersal Elasmo,NO,,,,
Desalination,Sealing,Pelagic Elasmo,NO,,,,
Desalination,Sealing,Deep Sea Elasmo,NO,,,,
Desalination,Sealing,Cephalopods,NO,,,,
Desalination,Sealing, Reptiles,NO,,,,
Desalination,Sealing,Deep Sea Fish,NO,,,,
Desalination,Sealing,Pelagic Fish,NO,,,,
Desalination,Sealing,Demersal Fish,NO,,,,
Desalination,Sealing,Seabirds,NO,,,,
Desalination,Sealing,Marine Mammals,NO,,,,
Desalination,Sealing,Oceanic Pelagic,NO,,,,
Desalination,Sealing,Shelf Pelagic,NO,,,,
Desalination,Sealing,Coastal Pelagic,NO,,,,
Desalination,Sealing,Deep Sea Sediment,NO,,,,
Desalination,Sealing,Deep Sea Rock & Reef,NO,,,,
Desalination,Sealing,Slope Sediment,NO,,,,
Desalination,Sealing,Slope Rock & Reef,NO,,,,
Desalination,Sealing,Shelf Sediment,NO,,,,
Desalination,Sealing,Shelf Rock & Reef,NO,,,,
Desalination,Sealing,Shallow Sediment,NO,,,,
Desalination,Sealing,Shallow Rock & Reef,NO,,,,
Desalination,Sealing,Littoral Sediment,NO,,,,
Desalination,Sealing,Littoral Rock & Reef,NO,,,,
Desalination,Sealing,Saltmarsh,NO,,,,
Desalination,Sealing,Mangrove,NO,,,,
Desalination,Siltation/Smothering,Demersal Elasmo,NO,,,,
Desalination,Siltation/Smothering,Pelagic Elasmo,NO,,,,
Desalination,Siltation/Smothering,Deep Sea Elasmo,NO,,,,
Desalination,Siltation/Smothering, Reptiles,NO,,,,
Desalination,Siltation/Smothering,Cephalopods,NO,,,,
Desalination,Siltation/Smothering,Deep Sea Fish,NO,,,,
Desalination,Siltation/Smothering,Pelagic Fish,NO,,,,
Desalination,Siltation/Smothering,Demersal Fish,NO,,,,
Desalination,Siltation/Smothering,Seabirds,NO,,,,
Desalination,Siltation/Smothering,Marine Mammals,NO,,,,
Desalination,Siltation/Smothering,Oceanic Pelagic,NO,,,,
Desalination,Siltation/Smothering,Shelf Pelagic,NO,,,,
Desalination,Siltation/Smothering,Coastal Pelagic,NO,,,,
Desalination,Siltation/Smothering,Deep Sea Sediment,NO,,,,
Desalination,Siltation/Smothering,Deep Sea Rock & Reef,NO,,,,
Desalination,Siltation/Smothering,Slope Sediment,NO,,,,
Desalination,Siltation/Smothering,Slope Rock & Reef,NO,,,,
Desalination,Siltation/Smothering,Shelf Sediment,NO,,,,
Desalination,Siltation/Smothering,Shelf Rock & Reef,NO,,,,
Desalination,Siltation/Smothering,Shallow Sediment,NO,,,,
Desalination,Siltation/Smothering,Shallow Rock & Reef,NO,,,,
Desalination,Siltation/Smothering,Littoral Sediment,NO,,,,
Desalination,Siltation/Smothering,Littoral Rock & Reef,NO,,,,
Desalination,Siltation/Smothering,Saltmarsh,NO,,,,
Desalination,Siltation/Smothering,Mangrove,NO,,,,
Desalination,Species Extraction,Demersal Elasmo,NO,,,,
Desalination,Species Extraction,Pelagic Elasmo,NO,,,,
Desalination,Species Extraction,Deep Sea Elasmo,NO,,,,
Desalination,Species Extraction, Reptiles,NO,,,,
Desalination,Species Extraction,Cephalopods,NO,,,,
Desalination,Species Extraction,Deep Sea Fish,NO,,,,
Desalination,Species Extraction,Demersal Fish,NO,,,,
Desalination,Species Extraction,Pelagic Fish,NO,,,,
Desalination,Species Extraction,Seabirds,NO,,,,
Desalination,Species Extraction,Marine Mammals,NO,,,,
Desalination,Species Extraction,Oceanic Pelagic,NO,,,,
Desalination,Species Extraction,Shelf Pelagic,NO,,,,
Desalination,Species Extraction,Coastal Pelagic,NO,,,,
Desalination,Species Extraction,Deep Sea Sediment,NO,,,,
Desalination,Species Extraction,Deep Sea Rock & Reef,NO,,,,
Desalination,Species Extraction,Slope Sediment,NO,,,,
Desalination,Species Extraction,Slope Rock & Reef,NO,,,,
Desalination,Species Extraction,Shelf Sediment,NO,,,,
Desalination,Species Extraction,Shelf Rock & Reef,NO,,,,
Desalination,Species Extraction,Shallow Sediment,NO,,,,
Desalination,Species Extraction,Shallow Rock & Reef,NO,,,,
Desalination,Species Extraction,Littoral Sediment,NO,,,,
Desalination,Species Extraction,Littoral Rock & Reef,NO,,,,
Desalination,Species Extraction,Saltmarsh,NO,,,,
Desalination,Species Extraction,Mangrove,NO,,,,
Desalination,Thermal Regime,Demersal Elasmo,NO,,,,
Desalination,Thermal Regime,Pelagic Elasmo,NO,,,,
Desalination,Thermal Regime,Deep Sea Elasmo,NO,,,,
Desalination,Thermal Regime, Reptiles,S,P,L,,
Desalination,Thermal Regime,Cephalopods,S,P,L,,
Desalination,Thermal Regime,Deep Sea Fish,NO,,,,
Desalination,Thermal Regime,Demersal Fish,S,P,L,,
Desalination,Thermal Regime,Pelagic Fish,S,P,L,,
Desalination,Thermal Regime,Seabirds,NO,,,,
Desalination,Thermal Regime,Marine Mammals,S,P,L,,
Desalination,Thermal Regime,Oceanic Pelagic,NO,,,,
Desalination,Thermal Regime,Shelf Pelagic,NO,,,,
Desalination,Thermal Regime,Coastal Pelagic,S,P,L,,
Desalination,Thermal Regime,Deep Sea Sediment,NO,,,,
Desalination,Thermal Regime,Deep Sea Rock & Reef,NO,,,,
Desalination,Thermal Regime,Slope Sediment,NO,,,,
Desalination,Thermal Regime,Slope Rock & Reef,NO,,,,
Desalination,Thermal Regime,Shelf Sediment,NO,,,,
Desalination,Thermal Regime,Shelf Rock & Reef,NO,,,,
Desalination,Thermal Regime,Shallow Sediment,S,P,L,,
Desalination,Thermal Regime,Shallow Rock & Reef,S,P,L,,
Desalination,Thermal Regime,Littoral Sediment,S,P,L,,
Desalination,Thermal Regime,Littoral Rock & Reef,S,P,L,,
Desalination,Thermal Regime,Saltmarsh,NO,,,,
Desalination,Thermal Regime,Mangrove,NO,,,,
Desalination,Wave Exposure,Demersal Elasmo,NO,,,,
Desalination,Wave Exposure,Pelagic Elasmo,NO,,,,
Desalination,Wave Exposure,Deep Sea Elasmo,NO,,,,
Desalination,Wave Exposure, Reptiles,NO,,,,
Desalination,Wave Exposure,Cephalopods,NO,,,,
Desalination,Wave Exposure,Deep Sea Fish,NO,,,,
Desalination,Wave Exposure,Demersal Fish,NO,,,,
Desalination,Wave Exposure,Pelagic Fish,NO,,,,
Desalination,Wave Exposure,Seabirds,NO,,,,
Desalination,Wave Exposure,Marine Mammals,NO,,,,
Desalination,Wave Exposure,Oceanic Pelagic,NO,,,,
Desalination,Wave Exposure,Shelf Pelagic,NO,,,,
Desalination,Wave Exposure,Coastal Pelagic,NO,,,,
Desalination,Wave Exposure,Deep Sea Sediment,NO,,,,
Desalination,Wave Exposure,Deep Sea Rock & Reef,NO,,,,
Desalination,Wave Exposure,Slope Sediment,NO,,,,
Desalination,Wave Exposure,Slope Rock & Reef,NO,,,,
Desalination,Wave Exposure,Shelf Sediment,NO,,,,
Desalination,Wave Exposure,Shelf Rock & Reef,NO,,,,
Desalination,Wave Exposure,Shallow Sediment,NO,,,,
Desalination,Wave Exposure,Shallow Rock & Reef,NO,,,,
Desalination,Wave Exposure,Littoral Sediment,NO,,,,
Desalination,Wave Exposure,Littoral Rock & Reef,NO,,,,
Desalination,Wave Exposure,Saltmarsh,NO,,,,
Desalination,Wave Exposure,Mangrove,NO,,,,
Fishing,Abrasion,Deep Sea Sediment,L,P,C,,
Fishing,Abrasion,Deep Sea Rock & Reef,NO,,,,
Fishing,Abrasion,Slope Sediment,L,P,C,,
Fishing,Abrasion,Slope Rock & Reef,L,P,C,,
Fishing,Abrasion,Shelf Sediment,L,P,C,,
Fishing,Abrasion,Shelf Rock & Reef,NO,,,,
Fishing,Abrasion,Shallow Sediment,S,P,L,,
Fishing,Abrasion,Shallow Rock & Reef,S,R,L,,
Fishing,Abrasion,Littoral Sediment,S,R,L,,
Fishing,Abrasion,Littoral Rock & Reef,S,R,L,,
Fishing,Abrasion,Demersal Elasmo,L,P,C,,
Fishing,Abrasion,Pelagic Elasmo,NO,,,,
Fishing,Abrasion,Deep Sea Elasmo,NO,,,,
Fishing,Abrasion, Reptiles,NO,,,,
Fishing,Abrasion,Cephalopods,NO,,,,
Fishing,Abrasion,Deep Sea Fish,W,P,C,,
Fishing,Abrasion,Demersal Fish,W,P,C,,
Fishing,Abrasion,Pelagic Fish,NO,,,,
Fishing,Abrasion,Seabirds,NO,,,,
Fishing,Abrasion,Marine Mammals,NO,,,,
Fishing,Abrasion,Oceanic Pelagic,NO,,,,
Fishing,Abrasion,Shelf Pelagic,NO,,,,
Fishing,Abrasion,Coastal Pelagic,NO,,,,
Fishing,Abrasion,Saltmarsh,NO,,,,
Fishing,Abrasion,Mangrove,NO,,,,
Fishing,Barriers,Demersal Elasmo,NO,,,,
Fishing,Barriers,Pelagic Elasmo,NO,,,,
Fishing,Barriers,Deep Sea Elasmo,NO,,,,
Fishing,Barriers, Reptiles,NO,,,,
Fishing,Barriers,Cephalopods,NO,,,,
Fishing,Barriers,Deep Sea Fish,NO,,,,
Fishing,Barriers,Demersal Fish,NO,,,,
Fishing,Barriers,Pelagic Fish,NO,,,,
Fishing,Barriers,Seabirds,NO,,,,
Fishing,Barriers,Marine Mammals,NO,,,,
Fishing,Barriers,Oceanic Pelagic,NO,,,,
Fishing,Barriers,Shelf Pelagic,NO,,,,
Fishing,Barriers,Coastal Pelagic,NO,,,,
Fishing,Barriers,Deep Sea Sediment,NO,,,,
Fishing,Barriers,Deep Sea Rock & Reef,NO,,,,
Fishing,Barriers,Slope Sediment,NO,,,,
Fishing,Barriers,Slope Rock & Reef,NO,,,,
Fishing,Barriers,Shelf Sediment,NO,,,,
Fishing,Barriers,Shelf Rock & Reef,NO,,,,
Fishing,Barriers,Shallow Sediment,NO,,,,
Fishing,Barriers,Shallow Rock & Reef,NO,,,,
Fishing,Barriers,Littoral Sediment,NO,,,,
Fishing,Barriers,Littoral Rock & Reef,NO,,,,
Fishing,Barriers,Saltmarsh,NO,,,,
Fishing,Barriers,Mangrove,NO,,,,
Fishing,Bycatch,Demersal Elasmo,L,P,C,,
Fishing,Bycatch,Pelagic Elasmo,L,P,C,,
Fishing,Bycatch,Deep Sea Elasmo,NO,,,,
Fishing,Bycatch,Reptiles,L,P,C,,
Fishing,Bycatch,Cephalopods,L,P,C,,
Fishing,Bycatch,Deep Sea Fish,L,P,C,,
Fishing,Bycatch,Demersal Fish,L,P,C,,
Fishing,Bycatch,Pelagic Fish,L,P,C,,
Fishing,Bycatch,Seabirds,L,P,C,,
Fishing,Bycatch,Marine Mammals,S,P,C,,
Fishing,Bycatch,Oceanic Pelagic,L,P,C,,
Fishing,Bycatch,Shelf Pelagic,L,P,C,,
Fishing,Bycatch,Coastal Pelagic,NO,,,,
Fishing,Bycatch,Deep Sea Sediment,L,P,C,,
Fishing,Bycatch,Deep Sea Rock & Reef,L,P,C,,
Fishing,Bycatch,Slope Sediment,L,P,C,,
Fishing,Bycatch,Slope Rock & Reef,L,P,C,,
Fishing,Bycatch,Shelf Sediment,L,P,C,,
Fishing,Bycatch,Shelf Rock & Reef,NO,,,,
Fishing,Bycatch,Shallow Sediment,NO,,,,
Fishing,Bycatch,Shallow Rock & Reef,NO,,,,
Fishing,Bycatch,Littoral Sediment,NO,,,,
Fishing,Bycatch,Littoral Rock & Reef,NO,,,,
Fishing,Bycatch,Saltmarsh,NO,,,,
Fishing,Bycatch,Mangrove,NO,,,,
Fishing,Contaminants,Demersal Elasmo,NO,,,,
Fishing,Contaminants,Pelagic Elasmo,NO,,,,
Fishing,Contaminants,Deep Sea Elasmo,NO,,,,
Fishing,Contaminants, Reptiles,NO,,,,
Fishing,Contaminants,Cephalopods,NO,,,,
Fishing,Contaminants,Deep Sea Fish,NO,,,,
Fishing,Contaminants,Demersal Fish,NO,,,,
Fishing,Contaminants,Pelagic Fish,NO,,,,
Fishing,Contaminants,Seabirds,NO,,,,
Fishing,Contaminants,Marine Mammals,NO,,,,
Fishing,Contaminants,Oceanic Pelagic,NO,,,,
Fishing,Contaminants,Shelf Pelagic,NO,,,,
Fishing,Contaminants,Coastal Pelagic,NO,,,,
Fishing,Contaminants,Deep Sea Sediment,NO,,,,
Fishing,Contaminants,Deep Sea Rock & Reef,NO,,,,
Fishing,Contaminants,Slope Sediment,NO,,,,
Fishing,Contaminants,Slope Rock & Reef,NO,,,,
Fishing,Contaminants,Shelf Sediment,NO,,,,
Fishing,Contaminants,Shelf Rock & Reef,NO,,,,
Fishing,Contaminants,Shallow Sediment,NO,,,,
Fishing,Contaminants,Shallow Rock & Reef,NO,,,,
Fishing,Contaminants,Littoral Sediment,NO,,,,
Fishing,Contaminants,Littoral Rock & Reef,NO,,,,
Fishing,Contaminants,Saltmarsh,NO,,,,
Fishing,Contaminants,Mangrove,NO,,,,
Fishing,Current Changes,Demersal Elasmo,NO,,,,
Fishing,Current Changes,Pelagic Elasmo,NO,,,,
Fishing,Current Changes,Deep Sea Elasmo,NO,,,,
Fishing,Current Changes, Reptiles,NO,,,,
Fishing,Current Changes,Cephalopods,NO,,,,
Fishing,Current Changes,Deep Sea Fish,NO,,,,
Fishing,Current Changes,Demersal Fish,NO,,,,
Fishing,Current Changes,Pelagic Fish,NO,,,,
Fishing,Current Changes,Seabirds,NO,,,,
Fishing,Current Changes,Marine Mammals,NO,,,,
Fishing,Current Changes,Oceanic Pelagic,NO,,,,
Fishing,Current Changes,Shelf Pelagic,NO,,,,
Fishing,Current Changes,Coastal Pelagic,NO,,,,
Fishing,Current Changes,Deep Sea Sediment,NO,,,,
Fishing,Current Changes,Deep Sea Rock & Reef,NO,,,,
Fishing,Current Changes,Slope Sediment,NO,,,,
Fishing,Current Changes,Slope Rock & Reef,NO,,,,
Fishing,Current Changes,Shelf Sediment,NO,,,,
Fishing,Current Changes,Shelf Rock & Reef,NO,,,,
Fishing,Current Changes,Shallow Sediment,NO,,,,
Fishing,Current Changes,Shallow Rock & Reef,NO,,,,
Fishing,Current Changes,Littoral Sediment,NO,,,,
Fishing,Current Changes,Littoral Rock & Reef,NO,,,,
Fishing,Current Changes,Saltmarsh,NO,,,,
Fishing,Current Changes,Mangrove,NO,,,,
Fishing,EMF,Demersal Elasmo,NO,,,,
Fishing,EMF,Pelagic Elasmo,NO,,,,
Fishing,EMF,Deep Sea Elasmo,NO,,,,
Fishing,EMF, Reptiles,NO,,,,
Fishing,EMF,Cephalopods,NO,,,,
Fishing,EMF,Deep Sea Fish,NO,,,,
Fishing,EMF,Demersal Fish,NO,,,,
Fishing,EMF,Pelagic Fish,NO,,,,
Fishing,EMF,Seabirds,NO,,,,
Fishing,EMF,Marine Mammals,NO,,,,
Fishing,EMF,Oceanic Pelagic,NO,,,,
Fishing,EMF,Shelf Pelagic,NO,,,,
Fishing,EMF,Coastal Pelagic,NO,,,,
Fishing,EMF,Deep Sea Sediment,NO,,,,
Fishing,EMF,Deep Sea Rock & Reef,NO,,,,
Fishing,EMF,Slope Sediment,NO,,,,
Fishing,EMF,Slope Rock & Reef,NO,,,,
Fishing,EMF,Shelf Sediment,NO,,,,
Fishing,EMF,Shelf Rock & Reef,NO,,,,
Fishing,EMF,Shallow Sediment,NO,,,,
Fishing,EMF,Shallow Rock & Reef,NO,,,,
Fishing,EMF,Littoral Sediment,NO,,,,
Fishing,EMF,Littoral Rock & Reef,NO,,,,
Fishing,EMF,Saltmarsh,NO,,,,
Fishing,EMF,Mangrove,NO,,,,
Fishing,Incidental Loss,Demersal Elasmo,S,R,L,,
Fishing,Incidental Loss,Pelagic Elasmo,S,R,L,,
Fishing,Incidental Loss,Deep Sea Elasmo,NO,,,,
Fishing,Incidental Loss,Reptiles,S,R,L,,
Fishing,Incidental Loss,Cephalopods,NO,,,,
Fishing,Incidental Loss,Deep Sea Fish,NO,,,,
Fishing,Incidental Loss,Demersal Fish,S,R,L,,
Fishing,Incidental Loss,Pelagic Fish,S,R,L,,
Fishing,Incidental Loss,Seabirds,NO,,,,
Fishing,Incidental Loss,Marine Mammals,S,R,L,,
Fishing,Incidental Loss,Oceanic Pelagic,S,R,L,,
Fishing,Incidental Loss,Shelf Pelagic,S,R,L,,
Fishing,Incidental Loss,Coastal Pelagic,NO,,,,
Fishing,Incidental Loss,Deep Sea Sediment,NO,,,,
Fishing,Incidental Loss,Deep Sea Rock & Reef,NO,,,,
Fishing,Incidental Loss,Slope Sediment,NO,,,,
Fishing,Incidental Loss,Slope Rock & Reef,NO,,,,
Fishing,Incidental Loss,Shelf Sediment,NO,,,,
Fishing,Incidental Loss,Shelf Rock & Reef,S,R,L,,
Fishing,Incidental Loss,Shallow Sediment,NO,,,,
Fishing,Incidental Loss,Shallow Rock & Reef,S,R,L,,
Fishing,Incidental Loss,Littoral Sediment,NO,,,,
Fishing,Incidental Loss,Littoral Rock & Reef,S,R,L,,
Fishing,Incidental Loss,Saltmarsh,NO,,,,
Fishing,Incidental Loss,Mangrove,NO,,,,
Fishing,Invasive Species,Pelagic Elasmo,NO,,,,
Fishing,Invasive Species,Deep Sea Elasmo,NO,,,,
Fishing,Invasive Species, Reptiles,NO,,,,
Fishing,Invasive Species,Cephalopods,NO,,,,
Fishing,Invasive Species,Deep Sea Fish,NO,,,,
Fishing,Invasive Species,Pelagic Fish,NO,,,,
Fishing,Invasive Species,Marine Mammals,NO,,,,
Fishing,Invasive Species,Demersal Elasmo,NO,,,,
Fishing,Invasive Species,Demersal Fish,NO,,,,
Fishing,Invasive Species,Seabirds,NO,,,,
Fishing,Invasive Species,Oceanic Pelagic,NO,,,,
Fishing,Invasive Species,Shelf Pelagic,NO,,,,
Fishing,Invasive Species,Coastal Pelagic,NO,,,,
Fishing,Invasive Species,Deep Sea Sediment,NO,,,,
Fishing,Invasive Species,Deep Sea Rock & Reef,NO,,,,
Fishing,Invasive Species,Slope Sediment,NO,,,,
Fishing,Invasive Species,Slope Rock & Reef,NO,,,,
Fishing,Invasive Species,Shelf Sediment,NO,,,,
Fishing,Invasive Species,Shelf Rock & Reef,NO,,,,
Fishing,Invasive Species,Shallow Sediment,NO,,,,
Fishing,Invasive Species,Shallow Rock & Reef,NO,,,,
Fishing,Invasive Species,Littoral Sediment,NO,,,,
Fishing,Invasive Species,Littoral Rock & Reef,NO,,,,
Fishing,Invasive Species,Saltmarsh,NO,,,,
Fishing,Invasive Species,Mangrove,NO,,,,
Fishing,Litter,Demersal Elasmo,W,P,C,,
Fishing,Litter,Pelagic Elasmo,W,P,C,,
Fishing,Litter,Deep Sea Elasmo,W,P,C,,
Fishing,Litter,Reptiles,W,P,C,,
Fishing,Litter,Cephalopods,W,P,C,,
Fishing,Litter,Deep Sea Fish,W,P,C,,
Fishing,Litter,Demersal Fish,W,P,C,,
Fishing,Litter,Pelagic Fish,W,P,C,,
Fishing,Litter,Seabirds,W,P,C,,
Fishing,Litter,Marine Mammals,W,P,C,,
Fishing,Litter,Oceanic Pelagic,W,P,C,,
Fishing,Litter,Shelf Pelagic,W,P,C,,
Fishing,Litter,Coastal Pelagic,W,P,C,,
Fishing,Litter,Deep Sea Sediment,W,P,C,,
Fishing,Litter,Deep Sea Rock & Reef,W,P,C,,
Fishing,Litter,Slope Sediment,W,P,C,,
Fishing,Litter,Slope Rock & Reef,W,P,C,,
Fishing,Litter,Shelf Sediment,W,P,C,,
Fishing,Litter,Shelf Rock & Reef,W,P,C,,
Fishing,Litter,Shallow Sediment,W,P,C,,
Fishing,Litter,Shallow Rock & Reef,W,P,C,,
Fishing,Litter,Littoral Sediment,W,P,C,,
Fishing,Litter,Littoral Rock & Reef,W,P,C,,
Fishing,Litter,Saltmarsh,NO,,,,
Fishing,Litter,Mangrove,NO,,,,
Fishing,Noise,Demersal Elasmo,W,P,C,,
Fishing,Noise,Pelagic Elasmo,W,P,C,,
Fishing,Noise,Deep Sea Elasmo,W,P,C,,
Fishing,Noise,Reptiles,NO,,,,
Fishing,Noise,Cephalopods,W,P,C,,
Fishing,Noise,Deep Sea Fish,W,P,C,,
Fishing,Noise,Demersal Fish,W,P,C,,
Fishing,Noise,Pelagic Fish,W,P,C,,
Fishing,Noise,Seabirds,S,P,C,,
Fishing,Noise,Marine Mammals,W,P,C,,
Fishing,Noise,Oceanic Pelagic,W,P,C,,
Fishing,Noise,Shelf Pelagic,L,P,C,,
Fishing,Noise,Coastal Pelagic,L,O,C,,
Fishing,Noise,Deep Sea Sediment,L,P,C,,
Fishing,Noise,Deep Sea Rock & Reef,L,P,C,,
Fishing,Noise,Slope Sediment,L,P,C,,
Fishing,Noise,Slope Rock & Reef,L,P,C,,
Fishing,Noise,Shelf Sediment,L,P,C,,
Fishing,Noise,Shelf Rock & Reef,L,P,C,,
Fishing,Noise,Shallow Sediment,L,O,C,,
Fishing,Noise,Shallow Rock & Reef,L,O,C,,
Fishing,Noise,Littoral Sediment,NO,,,,
Fishing,Noise,Littoral Rock & Reef,NO,,,,
Fishing,Noise,Saltmarsh,NO,,,,
Fishing,Noise,Mangrove,NO,,,,
Fishing,Non-living Resources,Demersal Elasmo,NO,,,,
Fishing,Non-living Resources,Pelagic Elasmo,NO,,,,
Fishing,Non-living Resources,Deep Sea Elasmo,NO,,,,
Fishing,Non-living Resources, Reptiles,NO,,,,
Fishing,Non-living Resources,Cephalopods,NO,,,,
Fishing,Non-living Resources,Deep Sea Fish,NO,,,,
Fishing,Non-living Resources,Demersal Fish,NO,,,,
Fishing,Non-living Resources,Pelagic Fish,NO,,,,
Fishing,Non-living Resources,Seabirds,NO,,,,
Fishing,Non-living Resources,Marine Mammals,NO,,,,
Fishing,Non-living Resources,Oceanic Pelagic,NO,,,,
Fishing,Non-living Resources,Shelf Pelagic,NO,,,,
Fishing,Non-living Resources,Coastal Pelagic,NO,,,,
Fishing,Non-living Resources,Deep Sea Sediment,NO,,,,
Fishing,Non-living Resources,Deep Sea Rock & Reef,NO,,,,
Fishing,Non-living Resources,Slope Sediment,NO,,,,
Fishing,Non-living Resources,Slope Rock & Reef,NO,,,,
Fishing,Non-living Resources,Shelf Sediment,NO,,,,
Fishing,Non-living Resources,Shelf Rock & Reef,NO,,,,
Fishing,Non-living Resources,Shallow Sediment,NO,,,,
Fishing,Non-living Resources,Shallow Rock & Reef,NO,,,,
Fishing,Non-living Resources,Littoral Sediment,NO,,,,
Fishing,Non-living Resources,Littoral Rock & Reef,NO,,,,
Fishing,Non-living Resources,Saltmarsh,NO,,,,
Fishing,Non-living Resources,Mangrove,NO,,,,
Fishing,Organic Matter/NP,Pelagic Elasmo,NO,,,,
Fishing,Organic Matter/NP,Demersal Elasmo,NO,,,,
Fishing,Organic Matter/NP,Deep Sea Elasmo,NO,,,,
Fishing,Organic Matter/NP,Pelagic Fish,NO,,,,
Fishing,Organic Matter/NP, Reptiles,NO,,,,
Fishing,Organic Matter/NP,Cephalopods,NO,,,,
Fishing,Organic Matter/NP,Deep Sea Fish,NO,,,,
Fishing,Organic Matter/NP,Demersal Fish,W,P,C,,
Fishing,Organic Matter/NP,Seabirds,NO,,,,
Fishing,Organic Matter/NP,Marine Mammals,NO,,,,
Fishing,Organic Matter/NP,Oceanic Pelagic,NO,,,,
Fishing,Organic Matter/NP,Shelf Pelagic,NO,,,,
Fishing,Organic Matter/NP,Coastal Pelagic,NO,,,,
Fishing,Organic Matter/NP,Deep Sea Sediment,W,P,C,,
Fishing,Organic Matter/NP,Deep Sea Rock & Reef,W,P,C,,
Fishing,Organic Matter/NP,Slope Sediment,W,P,C,,
Fishing,Organic Matter/NP,Slope Rock & Reef,W,P,C,,
Fishing,Organic Matter/NP,Shelf Sediment,W,P,C,,
Fishing,Organic Matter/NP,Shelf Rock & Reef,W,P,C,,
Fishing,Organic Matter/NP,Shallow Sediment,NO,,,,
Fishing,Organic Matter/NP,Shallow Rock & Reef,NO,,,,
Fishing,Organic Matter/NP,Littoral Sediment,NO,,,,
Fishing,Organic Matter/NP,Littoral Rock & Reef,NO,,,,
Fishing,Organic Matter/NP,Saltmarsh,NO,,,,
Fishing,Organic Matter/NP,Mangrove,NO,,,,
Fishing,pH Changes,Demersal Elasmo,NO,,,,
Fishing,pH Changes,Pelagic Elasmo,NO,,,,
Fishing,pH Changes,Deep Sea Elasmo,NO,,,,
Fishing,pH Changes, Reptiles,NO,,,,
Fishing,pH Changes,Cephalopods,NO,,,,
Fishing,pH Changes,Deep Sea Fish,NO,,,,
Fishing,pH Changes,Demersal Fish,NO,,,,
Fishing,pH Changes,Pelagic Fish,NO,,,,
Fishing,pH Changes,Seabirds,NO,,,,
Fishing,pH Changes,Marine Mammals,NO,,,,
Fishing,pH Changes,Oceanic Pelagic,NO,,,,
Fishing,pH Changes,Shelf Pelagic,NO,,,,
Fishing,pH Changes,Coastal Pelagic,NO,,,,
Fishing,pH Changes,Deep Sea Sediment,NO,,,,
Fishing,pH Changes,Deep Sea Rock & Reef,NO,,,,
Fishing,pH Changes,Slope Sediment,NO,,,,
Fishing,pH Changes,Slope Rock & Reef,NO,,,,
Fishing,pH Changes,Shelf Sediment,NO,,,,
Fishing,pH Changes,Shelf Rock & Reef,NO,,,,
Fishing,pH Changes,Shallow Sediment,NO,,,,
Fishing,pH Changes,Shallow Rock & Reef,NO,,,,
Fishing,pH Changes,Littoral Sediment,NO,,,,
Fishing,pH Changes,Littoral Rock & Reef,NO,,,,
Fishing,pH Changes,Saltmarsh,NO,,,,
